DrugID	smi
D0E0CV	C1=CC(=CC=C1C(CC2=CC3=C(C=C2)N=C(NC3=O)N)C(=O)O)C(=O)NC(CCC(=O)O)C(=O)O
D0QD8P	CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
D0X6WQ	CC(C(=O)C)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)OCC2=CC=CC=C2
D0T9SK	C[N+](C)(C)C
D04PBA	C1CN(CCN1CC2=CC=CC=C2)C3=CC(=CC=C3)O
D0O9BZ	C1CN(CCN1CC2=CC=CC=C2)C3=CC=CC4=C3C=CN4
D02MQM	C1=CC=C(C=C1)NC(=O)CCCCCNC(=O)CBr
D0N6HL	COC1=CC2=C(CCCC(C2)NCC3CCN(CC3)C(=O)CN4C5=C(C=CC(=C5)Cl)SC4=O)C=C1
D0S1XN	C1CN(CCN1CC2=CC=CC=C2)C3=C4C=CNC4=C(C=C3)Br
D0TU5W	C1CN(CCN1CC2=CC=CC=C2)C3=C(C=CC4=C3C=CN4)Cl
D0H4GQ	CCOC(=O)C1=C2C3CCN3C(=O)C4=C(N2C=N1)C=CC(=C4)C#C[Si](C)(C)C
D06GOK	CC(CC(C)(C)O)O
D07PZQ	C(C(C(=O)O)N)OP(=O)(O)O
D0J2FY	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N
D0N0UC	CCCCCCCCCCCC(=O)O
D0V6UC	C(C(C(=O)O)N)SO
D0U6BT	C1CCC(CC1)(C2=CC=CC=C2)N3CCCC3
D08NSS	CCCCCC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N(CCN3CCOCC3)C(C(C)C)C(=O)NO
D07FGO	C1=CC2=C(C=C1O)OC3=C(C2CCC(=O)O)C=CC(=C3)O
D0E8JM	C(C(C(=O)O)N)S(=O)O
D0T9NZ	C(CCNCCCNC(=O)CNC(=O)C(CSSCC(C(=O)NCC(=O)NCCCNCCCCN)NC(=O)CCC(C(=O)O)N)NC(=O)CCC(C(=O)O)N)CN
D0W4IK	C=CCS(=O)CC=CS
D0K1AW	C1=CC(=C(C=C1CC(C(=O)O)N)[N+](=O)[O-])O
D0U9PX	C1=C(C=C(C(=C1Br)O)Br)CC(C(=O)O)N
D0K1UI	CCCCCCCCCOC1C(C(C(C(O1)CO)O)O)O
D06PVF	CCCCCCCCOCCOCCOCCOCCO
D0P9RP	C(C1C(C(C(C(O1)OC2(C(C(C(O2)COS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O)COS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O
D06VYT	C1(C(C(OC(C1OS(=O)(=O)O)O)C(=O)O)O)O
D0B0SV	C(C1C(C(C(C(O1)O)NS(=O)(=O)O)O)O)OS(=O)(=O)O
D07WQA	C1=CC2=C(C=C(C=C2C=C1S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-]
D0I7FI	C1=CC2=C(C=CC(=C2)S(=O)(=O)O)C(=C1)N
D04NBE	CC(=O)CCO
D05YKW	CC1=CC2=C(C3=C(C=C(C=[N+]3C)C)C(=C2C)C)N=C1
D04SLM	CC(=CCC1C(O1)(C)C2(C(C(=O)CCC23CO3)OC)O)C
D07CWJ	CC1=CC(=C(C=C1)NS(=O)(=O)C2=CC=CC=C2)C(=O)O
D0P4IP	C1CCNC(=O)CNC(=O)C(CSSCC(C(=O)NCC(=O)NCCCNC1)NC(=O)CCC(C(=O)O)N)NC(=O)CCC(C(=O)O)N
D0N5BA	C1=CNC2=C1N=CNC2=O
D06KVV	C1C(C(C(N1)CO)O)O
D08LFT	C1=CC=C(C=C1)S(=O)[O-]
D01NTY	C12=C(N=C(NC1=O)N)N=C(N2)I
D0M8RO	CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4=O)C
D06YGT	CCCCCCCCCCCCC(=O)O
D03AHJ	CCCCCCCCC=CCCCCCCCC(=O)N
D0M8WX	C1=CC=C(C(=C1)C2=C(C(=C(C=C2)F)F)F)OCCO
D0N8EU	CN(CCCC(C(=O)O)N)C(=N)N
D0HE4S	CN1CC(CC2C1CC3=CNC4=CC=CC2=C34)NS(=O)(=O)N(C)C
D0H9QG	CC1CCN(CC1)CCC(C)N(C)S(=O)(=O)C2=CC=CC(=C2)C
D07IBU	CC(=CC(=O)CC1C2C(CC3(C2(CCC4C3=CCC5C4(CCC6C5(C(=O)O6)C)C)C)C)OC1=O)C
D08JSR	C1CNC(=NC1)N
D0W5UJ	CCN=CCCCC(C(=O)O)N
D0F6CD	C1=CC2=C(C=C1O)C(=CN2)CCN
D08BCF	C1CN(CCN1)C2=NC3=CC=CC=C3C=C2
D08OBF	CCCCCCCCCCCCCC(=O)O
D07LUR	C(C1C(C(C(C(O1)O)O)O)O)O
D08GFY	CSCS(=O)C
D0Q5YP	CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC
D0X2LN	COC1=CC(=CC(=C1OC)OC)C(C(=O)N2CCCCC2C(=O)OC(CCCC3=CC=CC=C3)CCCC4=CN=CC=C4)(F)F
D06IBV	CCCCCCCOC1C(C(C(C(O1)CO)O)O)O
D04OSU	CCC1C=C(C(C(CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC1=O)O)C)C(=CC4CCC(C(C4)OC)OC5=CC6=C(C=C5)N(C=C6)C)C)O)C)OC)OC)C)O)C
D0WD1E	CC1C=CC(C(CCCCC(OC(=O)C(C2(C(C(C(C1O2)C)O)OC)O)C)C3=CC=CC=C3)OC)OC
D0K4WI	CC(C(=O)O)OC1=CC=C(C=C1)OC2=C(C=C(C=C2)Cl)Cl
D07HZQ	C1=C(N=C([Se]1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N
D0VD5N	C1=[N+](C2=C(N1)C(=NC=N2)Cl)C3C(C(C(O3)COP(=O)(O)O)O)O
D0H2YT	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O
D06UNX	CC1=C(C2=[O+]C3=NC(=CC4=C(C(=C([N-]4)C=CN=C(C=C1[N-]2)C(=C)C)CCC(=O)O)C)C(=C3C)C=C)C=C.[Fe+4]
D0S8UN	CC1C(C2=NC1=C(C3=C(C(=C([N-]3)C=C4C(=C(C(=N4)C=C5C(=C(C(=C2)[N-]5)C)CCC(=O)O)CCC(=O)O)C)C)C=C)C6=CC=CC=C6)C=C.[Fe+2]
D02AVZ	CC1=C(C2=C(C3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C=C)C)C=C)C)C(=C3CCC(=O)O)C)C6=CC=CC=C6)CCC(=O)O.[Fe+2]
D0K1NM	C1C2CC3CC1CC(C2)(C3)C(=O)CN4C=CN=C4
D00VHG	CC1=CC=CC=C1CC(=O)NC2=CC(=C(C(=C2)C)S(=O)(=O)NCC(=O)O)C
D00KCB	C1C(OC2=C(C13C(=O)NC(=O)N3)C=C(C=C2)F)C(=O)N
D09MYF	CC(C(=O)O)NC(=O)C
D07JEY	C1=CC(=C(C=C1F)OCC(=O)O)C(=O)NCC2=NC3=C(C(=CC(=C3S2)F)F)F
D0T2TW	C1=CC(=CC(=C1)[N+](=O)[O-])C2=CC=C(S2)CCC(=O)O
D0FJ7G	C1=CC(=C(C=C1F)OCC(=O)O)C(=S)NCC2=C(C=C(C=C2)Br)F
D07WXS	C1COC(=O)C1N
D01XBZ	CC(=CCOP(=O)(O)OP(=O)(O)O)C
D0P0EP	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)O
D00YCG	C1=CN(C=C1)CCOC2=CC3=C(C=C2)NC=C3
D0G0JC	C1=CC=C(C=C1)NCC2=CN=CC=C2
D0J0WO	C1=CC(=CC=C1C(=O)C2=CC=NC=C2)F
D0R7BT	C1=CSC(=C1)C2=CC=C(S2)CN
D06RWH	C1=CC=C(C=C1)COC2=CC=C(C=C2)NC(=O)CN
D09MDO	C1=CC=C(C=C1)COC2=CC=C(C=C2)NC(=O)CCCN
D0A2YG	CNCC1=CC=CC=C1C2=CC=CS2
D0I4OV	C1=CSC(=C1)C2=CC=C(C=C2)CN
D01RVF	C1CC(NC1)COC2=CC=C(C=C2)NCC3=CC=CC=C3
D01KOI	C1=CC(=CC=C1C2=CSC(=N2)N)O
D00TWK	C1=CC(=CC=C1CCC2=CC(=CC(=C2)O)O)O
D0T7QT	C1=NC(=C2C(=N1)N(C=N2)C3C(C(=O)C(O3)CO)O)N
D0G3CQ	C1=NC(=C2C(=N1)N(C=N2)CC(C(C(=O)O)O)O)N
D02KKL	C1=CC=C2C(=C1)NC(=N2)CC3=NC4=C(N3)C=C(C=C4)C(=N)N
D06MTX	C1=CC=C(C(=C1)C2=NC3=C(N2)C=C(C=C3)C(=N)N)O
D0SK8U	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O)C(C(=O)NCCC(=O)NCCS)O
D09HSI	CC(C)(COP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O
D01MYO	CN(C)C1=CC=C(C=C1)C2=CC=C(C=C2)CN(C3=CC=CC(=C3)C=CC(=O)OC)C(=O)C4CCCCC4
D0XV3B	CS(=O)CCC(C(=O)O)N
D05TRX	CCC1=NC2=CC=CC(=C2O1)CCCNC(=O)C
D0K1CM	C1CCCN=C(CC1)N
D0X6MT	CN1CCN(CC1)C2CC3=CC=CC=C3SC4=C2C=C(C=C4)SC
D0RI6O	CCCC(=O)OC1=C(C=C(C=C1)COCC#CCN2C(=O)N(C(=O)C2(C)C)C3=CC(=C(C=C3)C#N)C(F)(F)F)C(=O)NCNC4CC(OC(C4O)C)OC5CC(CC6=C5C(=C7C(=C6O)C(=O)C8=C(C7=O)C(=CC=C8)OC)O)(C(=O)CO)O
D01CDL	COC1=CC(=CC(=C1OC)OC)C2CCC(O2)C3=CC(=C(C(=C3)OC)OC)OC
D0D0TO	C1CCN=C(C1)N
D0X2VK	C1C2=CC=CC=C2CC13C4=C(C=C(C=C4)O)C=C3C5=CC=C(C=C5)O
D0G6XS	CC1C(C(C(C(O1)O)O)O)O
D05DDS	CC(C)CCOP(=O)(O)OP(=O)(O)O
D02YHA	CC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C
D0J8KR	CC(=C)CCOP(=O)(O)OP(=O)(O)O
D02EIK	C1=CC(=CC=C1S(=O)(=O)O)[Hg]
D01WCA	C1=CC(=CC=C1C2=CC3=C(O2)C=CC(=C3)O)O
D0O0ZU	C(CCCO)CCO
D0D1FK	CC1=CC(=C(C(=C1)C=O)OP(=O)(O)O)C=O
D0L4NP	CC(=O)NC(CC1=CC(=C(C=C1)OP(=O)(O)O)C=O)C(=O)NC2CCCCN(C2=O)CC3=CC=C(C=C3)C4=CC=CC=C4
D09NGN	C1=CC=C(C=C1)C(C(=O)O)S(=O)(=O)O
D03DEX	C1=CC=C(C=C1)CNC2=C3C(=NC=N2)N(C=N3)C4C(C(C(O4)COP(=O)(O)OP(=O)(O)O)O)O
D05GYO	CC(=O)NC(CC1=CC(=C(C=C1)OCC(=O)O)P(=O)(O)O)C(=O)NC2CCCCN(C2=O)CC3=CC=C(C=C3)C4=CC=CC=C4
D0AJ4T	C1=CC=C(C(=C1)C=O)OP(=O)(O)O
D0R1PD	CC(=O)NC(CC1=CC(=C(C=C1)P(=O)(O)O)P(=O)(O)O)C(=O)NC2CCCCN(C2=O)CC3=CC=C(C=C3)C4=CC=CC=C4
D01JJR	CC(=O)NC(CC1=CC(=C(C=C1)C(C(=O)O)(C(=O)O)F)C(=O)OC)C(=O)NC2CCCCN(C2=O)CC3=CC=C(C=C3)C4=CC=CC=C4
D0U8UH	C1=CC2=C(C(=C1)OP(=O)(O)O)N=C(C=C2)C#N
D0M5RA	C1=CC=C(C=C1)C(P(=O)(O)O)P(=O)(O)O
D09WNM	C1=CC=C(C=C1)COP(=O)(O)OC2=CC=CC=C2C=O
D02IYN	CC(=O)NC(=CC1=CC(=C(C=C1)CC(=O)O)C=O)C(=O)NC2CCCCN(C2=O)CC3=CC=C(C=C3)C4=CC=CC=C4
D07HBR	C1CCC(CC1)COP(=O)(O)OC2=CC=CC=C2C=O
D0N4FS	C1=CC=C2C(=C1)C=CC=C2C(O)P(=O)(O)O
D0ZK2G	CCOC(=O)C1=C(NC(=S)NC1C2=CC(=CC=C2)O)C
D0NN3G	C1CCC(CC1)C(=O)ON=CC2=CC=C(C=C2)O
D03GRA	CC(CCO)(CC(=O)[O-])O
D0Z9JO	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O
D05PNI	C1=CC=C(C=C1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O
D02QOT	C1=CC=C(C=C1)CCC(CCS(=O)(=O)C2=CC=CC=C2)N
D00UFR	C(C(=CC(=O)[O-])C(=O)[O-])C(=O)[O-]
D0F4KL	CC1=CNC(=O)NC1=O
D0UB2J	C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O
D09LAQ	C1C2C(C(C(O2)N3C=NC4=C3N=C(NC4=O)N)O)OP(=O)(O1)O
D06QUJ	COC1=CC=CC(=C1)CC2=CNC3=C2C=CC=N3
D02RWL	C1=CC=C(C=C1)C2=CC=C(C=C2)CC=O
D0M9VP	C(C(CSO)O)O
D01VEU	CCN1C(=NC2=C(N=CN=C21)N)C#CC3=CC=CC=C3
D03AJW	CCCC(=O)NCCCC1=C2C(=CC=C1)N=CO2
D08ALG	C1CCC(=NCC1)N
D0M4BM	C1CN=C(OC1)N
D01SWO	C1C2=CC=CC=C2CC13C4=C(C=C(C=C4)O)C=C3C5=CC(=CC=C5)O
D03FJM	C(CC(C(=O)O)N)CN(C(=N)N)[N+](=O)[O-]
D0SD9H	C(C1C(C(C(C(O1)O)O)O)O)O
D0UG4S	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(CP(=O)(O)O)O)O)O)N
D0K7YL	C1=CC=C(C=C1)C2=C(C(=CC=C2)C3=CC4=C(N3)C=CC(=C4)C(=N)N)O
D06UUK	C(C(C(=O)O)C(=O)O)C(C(=O)O)N
D03MYL	CCCCCCCCCCCCCCC(O)OCC(COP(=O)(O)OCC(C(=O)O)N)O
D0I8WD	COC(=O)C(CC1=CC=CC=C1)N
D06KCW	C1CC(C(C1)O)C(CCCCC(=N)N)C=O
D0P1JQ	CC(C)CC(C(=O)N1CCCC1C(=O)NCC2=CC(=CC=C2)Cl)N
D03NCK	CC(=O)NC(CC1=CC(=C(C=C1)C(=O)O)C=O)C(=O)NC2CCCCN(C2=O)CC3=CC=C(C=C3)C4=CC=CC=C4
D0S9LT	C1=CC=C(C=C1)OP(=O)(O)O
D02HOG	COC1=CC=CC(=C1OP(=O)(O)O)C=O
D0U5KF	C1CC2=C(C(=CC=C2)OP(=O)(O)O)NC1
D0TC1E	CC(=O)NC(CC1=CC=C(C=C1)C(F)(F)P(=O)(O)O)C(=O)NC2CCCCN(C2=O)CC3=CC=C(C=C3)C4=CC=CC=C4
D05YQC	CCC1=CC=C(C=C1)NC(=O)P(=O)(O)O
D02TIO	CC(=O)NC(CC1=CC(=C(C=C1)CC(=O)O)C(=O)O)C(=O)NC2CCCCN(C2=O)CC3=CC=C(C=C3)C4=CC=CC=C4
D0U7BY	C(=O)(C(=O)O)O
D0R7BX	C1=CC=C(C=C1)C(C(=O)O)C(=O)O
D0KS2T	CC(=O)NC(CC1=CC=C(C=C1)OP(=O)(O)O)C(=O)NC2CCCCN(C2=O)CC3=CC=C(C=C3)C4=CC=CC=C4
D0R2AT	CC(C)C1=C(N=C(S1)C2CC3=CC=CC=C3CN2)C(=O)O
D0OD8N	COCCOCCOCCOC
D0Q4JF	C[N+](C)(C)CCOP(=O)(O)O
D07DGI	C(C1C(C(C(O1)NC(=O)CN)O)O)OP(=O)(O)O
D0A8WP	C1=CC=C(C=C1)NC(=O)C2=CC3=C(C=C2)C=C(C=C3)C(=N)N
D01LCS	C1CCC(C1)OC2=CC=CC(=C2O)C3=NC4=C(N3)C=C(C=C4)C(=N)N
D07SFI	C1=CC=C(C=C1)C(=N)N
D09KKF	C1=CC2=C(C=C1O)NC(=N2)N
D0EV6B	C1C2CC3CC1CC(C2)(C3)NC(=O)NCC4=CC=C(C=C4)N=C(N)N
D0B1AK	C1=CC2=C(N=C1)SC(=C2)C(=[NH2+])N
D0ZM9M	C1=CC=C(C=C1)C(=O)CC2=CC=C(C=C2)N=C(N)N
D03NLL	CC1=C(C(=CC=C1)C)OCC(C)N
D08WQM	CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)O)O
D05WSU	C(C1C(C(C(C2(O1)C(=O)NC(=O)N2)O)O)O)O
D06FNK	C1CC(N(C1)C(=O)C2CCCN2C(=O)OCC3=CC=CC=C3)C=O
D01WXB	C(C(CS)O)O
D0SP2O	C1=CC=C2C(=C1)C(=O)C(=O)N2
D0A2AF	CN(CC#C)C1CCC2=CC=CC=C12
D0M0CF	CC(=CCCC(=CCCC(=CCO)C)C)C
D0G2LF	C1=CC=C(C=C1)CCC=CC2=CC=CC=C2
D0K5LJ	C#CCNC1CCC2=CC=CC=C12
D07BAO	C#CCNC1CCC2=C1C=C(C=C2)O
D06ETG	C=CC=NC1CCC2=C1C=CC=C2O
D0B0JK	CCCCCCCCCCP(=O)(C)C
D02CWE	O=[Mo]=O.[SH-]
D0L5XY	C1=CC=C(C=C1)CCC(CO)N2C=C(N=C2)C(=O)N
D0V4UU	C1NC2=C(N1C3C(C(C(O3)CO)O)O)N=CNC2=O
D04GWR	C1=CC=C2C(=C1)NC(=N2)NCC3=CC=C(S3)C4=CSC(=N4)N=C(N)N
D0V6TX	C1=CC=C(C=C1)CNC(=O)NC2=CC3=C(C=C2)C=CN3CCC(CO)N4C=C(N=C4)C(=O)N
D06EHE	C1=NC(C2=C(N1)[N+](=CN2)C3C(C(C(O3)CO)O)O)O
D0D7CM	CC(C(CCC1=CC=CC2=CC=CC=C21)N3C=C(N=C3)C(=O)N)O
D08ZMX	CC(C(CCC1=C(C(=CC=C1)Cl)Cl)N2C=C(N=C2)C(=O)N)O
D06QTC	C1=CC=C2C(=C1)C=CC=C2CCC(CO)N3C=C(N=C3)C(=O)N
D03PLV	C1=CN=C2C(=C1N)N=CN2C3C(C(C(O3)CO)O)O
D0R7RB	C1=C2C(=NC=N1)N(C=N2)C3C(C(C(O3)CO)O)O
D0V4WB	CCCCCCC(C(C)O)N1C=NC2=C(N=CN=C21)N
D0K8ZZ	CCNC(=O)C1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
D0L9YA	CC(=O)NCCCC1=C2C(=CC=C1)N=CO2
D02MFQ	C1CCCC(=NCCC1)N
D0V3XU	C1CN(C(CN1)Cl)C2=CC=CC=C2
D08CKM	CC1CCN(CC1)CCC2CCCN2S(=O)(=O)C3=CC=CC(=C3)C
D0O9II	C1CN=C(SC1)N
D09WIL	C1CC(N(C1)S(=O)(=O)C2=CC3=C(C=C2)C=CN3)CCN4CCC(CC4)OC5=CC=C(C=C5)Cl
D0O1DU	C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)N)C(=O)NCC3=CC(=CC=C3)Cl
D05BMA	CC(C)CC(C(=O)N1CCCC1C(=O)NCC2=CC=C(C=C2)C(=N)N)N
D07YNF	C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)N)C(=O)NCC3=CC(=CC=C3)F
D03LGM	CCCNC(=O)C1CCCN1C(=O)C(C(C2=CC=CC=C2)C3=CC=CC=C3)N
D0K3JC	CC1=CC(=CC=C1)CNC(=O)C2CCCN2C(=O)C(CC3=CC=CC=C3)N
D08EUH	C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)N)C(=O)NCC3=CC=CC=C3
D0N1HV	C1=CC(=CC=C1CC(CCC(N)O)N)O
D0D9NT	CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)O
D0R4AV	B(C(CCCCN)NC(=O)C1CCCN1C(=O)C(CC2=CC=CC=C2)NC(=O)C)(O)O
D09QZJ	B(C(CCCCCN)NC(=O)C1CCCN1C(=O)C(CC2=CC=CC=C2)NC(=O)C)(O)O
D0E9ON	B(C(CCCN)NC(=O)C1CCCN1C(=O)C(CC2=CC=CC=C2)NC(=O)C)(O)O
D0G6RI	C1=CC(=CC=C1CC(=O)C(=O)O)O
D0E1NH	C(CCCCO)CCCNCO
D09CVG	C1CNCCC1C2=CC(=NN2)C3=CC=C(C=C3)Cl
D01RTU	CNC(CC1=CC=CC=C1)C(=O)N2CCCC2C(=O)NCC3CCC(CC3)N
D0N0PI	C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)O
D07NYX	C1=CC=C2C(=C1)N=CS2
D0VG6L	C(CCC(=O)CCC(=O)O)CCC(=O)O
D0MD4U	C(CC(=O)O)C(CN)C(CCN)CC(=O)O
D06UYC	C(CC(=O)CCC(=O)O)C(=O)CCC(=O)O
D05DGE	[O-]P(=O)([O-])F
D0E2BH	C(C1C(C(C(C2=NN=NN12)O)O)O)O
D0G2CT	C1=CC=C2C(=C1)C(=O)C(=N2)C3=C(NC4=C3C=C(C=C4)S(=O)(=O)O)O
D0U8RR	C1C(C(C(OC1O)COP(=O)(O)O)O)O
D03DUN	C(C1C(C(C(C(O1)(C(=O)N)O)O)O)O)O
D03WQK	C(C1C(C(C(C(O1)C(=O)N)O)O)O)O
D0S5WE	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O
D03EDR	CC(=O)NC(=O)NC1C(C(C(C(O1)CO)O)O)O
D0J6KJ	COC(=O)NC1C(C(C(C(O1)CO)O)O)O
D0E4SM	C1=CC=C(C(=C1)NC(=O)C2=CC(=CC=C2)[N+](=O)[O-])OC3=CC(=C(C=C3)C(=O)O)C(=O)O
D0T9CW	CC1(C(C(C(C(O1)CO)O)O)O)OP(=O)(O)O
D0X7IZ	C1=CC=C(C=C1)C(=O)NC(=O)NC2C(C(C(C(O2)CO)O)O)O
D0R2BO	CC(C)CC(CC(=O)NO)C(=O)NC(CC1=CC=CC=C1)C(=O)NC
D05BHG	CC(C(C(=O)O)N)OP(=O)(O)O
D0F6OK	CC(C)CC(C(=O)O)NC
D0N7NB	CCCCCCCCCCCC1=C(C2=C(C(=O)C1=O)SC=N2)O
D0YF6S	CCCCCCCC1=C(C2=C(C(=O)C1=O)SC=N2)O
D0X4DY	CCCCCCCCCC1=CC(=O)C2=CC=CC=C2N1O
D0C3YJ	CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)C
D04AWP	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N
D0QX6B	CC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C
D0I3EY	C1=CC=C(C=C1)C2=CC3=C(C=C2)NN=C3N
D0F0ZX	CN(C)CCCCSC(=N)N
D03YHE	CC(=O)NC(CCSC)C(=O)O
D0Y8RM	CC(C(C)(C)C)O[P+](=O)C
D0PC2Y	C1C(C(OC1N2C=C(C(=O)NC2=O)C=CBr)COP(=O)(O)O)O
D0H7PC	COC1=C(C=C(C=C1)S(=O)(=O)NC2=C(C(=CC(=C2)Br)F)Br)N3CCNCC3
D03NND	CCC(=O)NCCCC1=C2C(=CC=C1)N=CO2
D0P8JA	CNC1=CC(=NC(=N1)NC)NS(=O)(=O)C2=CC=C(C=C2)N
D0XJ6D	CC1=CN(C2=CC=CC=C12)S(=O)(=O)C3=CC=C(C=C3)N
D0N0IV	CC1C(C(OC1C2=CC(=C(C=C2)OC)OC)C3=CC(=C(C=C3)OC)OC)C
D0M9OF	C1=CC=C2C(=C1)C=C(C(=O)N2)C3=CC4=CC=CC=C4N3
D05GSZ	C1=CC(=CC=C1CNC2=C(C=CC(=C2)[N+](=O)[O-])C(=O)O)C(=O)NC3=CC(=C(C=C3)Cl)Cl
D02BTV	CCCCC(CC(=O)NO)S(=O)C1=CC=CC=C1
D07ADR	CC(C)N1C=NC2=C(N=C(N=C21)NCCCO)NCC3=CC=CC=C3
D00MCJ	C1=CC=C2C=C(C(=O)C=CC2=C1)C3=NC4=CC=CC=C4N3
D0Y4TF	C(CCO)CC(=O)O
D00CWH	CC(C)(C)C(C(=O)NC)N
D0Q8EX	CC(C)N=C(N)NO
D0Q7VU	CCCCN=C(N)NO
D01RGM	CCSC(=NC1=CC=C(C=C1)C(F)(F)F)N
D00IMW	CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O
D01TDG	CCSC(=NC1=CC=CC=C1)N
D09BPC	CCCC(=[NH+]CCCC(C(=O)O)N)N
D08WHV	C=CCNC(=[NH+]CCCC(C(=O)O)N)N
D0B5MF	C(C=N)N
D0D6MZ	CC(=O)C(COCC1=CC=CC=C1)N
D0X8ZS	CC1=CC(=CC=C1)CC(C(=O)O)N
D0NI5C	C1=CC(=S)NC=C1
D0X0IT	C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)O
D0CU4Q	CSCC(C(=O)O)N
D0W5NB	C1=CC=C2C(=C1)NC(=N2)C(=O)O
D07DYJ	C1COCCN1CCN
D03DLZ	CN(C)CCC1=CNC2=CC=CC=C21
D0HR8H	C1C(C(=O)NC(=O)N1)I
D0O0AI	C1=C(NC(=O)NC1=O)CC(=O)O
D08EZR	C1=C(C(=O)NC(=O)N1)I
D0JM0Z	CC1=CN=CC=C1
D09GLA	CC1=C(C(=CC=C1)C(=O)NO)N(CC2=CN=CC=C2)S(=O)(=O)C3=CC=C(C=C3)OC
D05HOS	CC(C)C(C(=O)NO)N
D07OME	COC1=CC=C(C=C1)S(=O)[O-]
D04YQF	C1=CC=C2C(=C1)NC(=N2)C3=CC=NN3
D0H6MC	C1=CNC2=CC(=C(C=C21)O)O
D03ZSY	C(C(=O)O)N(CC(=O)O)CC(=O)O
D01XEY	CC1C(C(C(C(O1)O)O)O)O
D08AMH	C1COCCO1
D0M9YH	C1=C(C(=CC(=O)C1=O)O)CC(C(=O)O)N
D05EGR	C1=CC=C2C=C(C=CC2=C1)C(=O)C(C3=CC=CC4=CC=CC=C43)P(=O)(O)O
D0DQ4D	CC1CCCN(C1)C(=O)C
D08PLU	CCN1C2=C(C=C(C=C2)CNC)C3=CC=CC=C31
D08XCD	C1CCC(CC1)NC2=CC=CC=C2C(=O)O
D0FO2K	C1=CC=C(C=C1)C2=C(OC3=NC=NC(=C23)NCC(=O)O)C4=CC=CC=C4
D0XC6G	C1=CC=C2C(=C1)C(=NN2)C3=NC4=CC=CC=C4N3
D0S3TJ	C1COCCN1C2=NC=NC3=C2NC=N3
D00TRY	CC(C)(C)OC(=O)NC(C=O)C1CCCCC1
D0W0BK	CC(C)(C)OC(=O)NN(C)C#N
D0DO9W	C1=CC(=CC=C1CC(C(=O)N)N)O
