DrugID	smi
D09QPV	CC(C)CC(C(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC4=CNC5=CC=CC=C54)NC(=O)C(CCC(=O)N)N
D07QLZ	CC(C)CC(C(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC4=CNC5=CC=CC=C54)NC(=O)C(C)N
D0L3AP	CC(C)CC(C(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC4=CNC5=CC=CC=C54)NC(=O)C(CC(=O)O)N
D0PQ7A	CC(C)CC(C(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC4=CNC5=CC=CC=C54)NC(=O)C(CCCN=C(N)N)NC(=O)C6CCCN6C(=O)C(CC(=O)O)N
D0G8TL	CC(C)CC(C(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC4=CNC5=CC=CC=C54)NC(=O)C(CC6=CN=CN6)N
D07JZB	CC(C)CC(C(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC4=CNC5=CC=CC=C54)NC(=O)C(CCCN=C(N)N)N
D0XR6A	CC(C)CC(C(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC4=CNC5=CC=CC=C54)NC(=O)C(CCCCN)N
D08GTH	CC(C)CC(C(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC4=CNC5=CC=CC=C54)N
D01OQW	CC1=CC2C3C(C1)C4=C(C=C(C=C4)O)OC3(OC5=CC(=CC(=C25)O)C6=CC7=C(O6)C=C(C=C7)O)C8=C(C=C(C=C8)O)O
D0U8JC	CC(=CCC1=C(C=CC(=C1O)C(=O)C=CC2=C(C=C(C=C2)O)O)O)C
D0W3LG	CC(=CCC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C(=C3O2)CC=C(C)C)O)O)O)O)C
D09OPA	CC(=CCC1=C(C=CC2=C1OC(CC2=O)C3=C(C=C(C=C3)O)O)O)C
D09XKH	C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=C(C=C(C=C3)O)O
D0NH6T	CC(=CCC1=C(C=CC(=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O)C
D0E5FV	CC(=CCC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)C
D09ZIW	CC(=CCC1=C(C=CC(=C1O)C(=O)C=CC2=C(C=C(C=C2)O)O)O)COC(=O)C=CC3=CC(=C(C=C3)O)OC
D0KN1L	CC(C(=O)CCl)NC(=O)OCC1=CC=CC=C1
D0G4HR	C1=CC(=CC=C1C=C[N+](=O)[O-])OS(=O)(=O)C2=CC=C(C=C2)C(=O)O
D0W1BE	C1=CC(=CC=C1C=C[N+](=O)[O-])O
D0H3GI	CC1=CC=C(C=C1)C2=CC3(CCNCC3)OC4=CC=CC=C42
D03KGX	CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)CO)O)C)C)C2C1(C)O)C)C(=O)O
D02KKU	CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(=O)C5(C)C)C)C)C2C1)C)C(=O)O)C
D09OWE	CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)CO
D09GPV	CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)CO)O)C)C)C2C1O)C)C(=O)O)C
D0K0PR	CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(=O)C5(C)CO)C)C)C2C1(C)O)C)C(=O)O
D0D4SI	CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)CO)O)C)C)C2C1C)C)C(=O)O
D0Z1HV	CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1(C)O)C)C(=O)O
D0V4NW	CCCN(CCC)CCCCNC(=O)C1=CC=C(C=C1)C2=CC=CC=C2
D0MY0R	C1=NC2=C(C(=N1)Cl)N=CN2CC(P(=O)(O)O)P(=O)(O)O
D0E4DR	C1=C2C(=NC=N1)N(C=N2)CC(P(=O)(O)O)P(=O)(O)O
D0B0LU	C1=CN=C(N1)SCC(P(=O)(O)O)P(=O)(O)O
D0P2BY	C1=CC=C2C(=C1)N=CN2CC(P(=O)(O)O)P(=O)(O)O
D02CYZ	C1=CN(N=C1)CC(P(=O)(O)O)P(=O)(O)O
D02QWB	C1=CN(C=N1)CC(P(=O)(O)O)P(=O)(O)O
D0Y3BI	C1CC(OC1CN)C2=CC=CC3=CC=CC=C32
D0L0AY	C1CC(OC1CCC2=CC=CC=C2)CN
D0IB6Y	COC1=CC=C(C=C1)C2CCC(O2)CN
D0J5AR	C1CC(OC1CCN)CC2=CC=CC=C2
D02YSN	CC(C)(C)C1=CC=C(C=C1)C2CCC(O2)CN
D0M7AT	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NC(CCCN=C(N)N)C(=O)O)N
D0IW8V	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NC(CC(=O)N)C(=O)O)N
D0G9AI	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NC(CCC(=O)N)C(=O)O)N
D0X9UJ	CC(C)(C)C(=O)N=C1N(C=C(S1)[N+](=O)[O-])CC=C
D07CYN	C1C(CC2=C1C=CC(=C2)S(=O)(=O)N)N
D0B6SF	C1=CC=C(C=C1)C2=C(SC(=C2)C3=CC(=CC=C3)O)C4=CC(=CC=C4)O
D08OKP	C1=CC(=CC(=C1)O)C2=CC=C(S2)C3=CC(=C(C=C3)O)O
D0J8LU	CC1=C(C=CC(=C1)C2=CC=C(C=C2)C3=CC(=CC=C3)O)O
D0Z1MJ	C1=CC(=CC(=C1)O)C2=CC(=C(S2)C3=CC(=CC=C3)O)C4=CC(=CC=C4)O
D03XHF	C1=CC(=CC=C1C2=CC=C(S2)C3=CC(=C(C=C3)F)O)O
D0Q3AN	C1=CC(=CC(=C1)O)C2=CC(=CS2)C3=CC(=C(C=C3)O)F
D01RZP	CC1=C(C=CC(=C1)C2=CSC(=C2)C3=CC(=CC=C3)O)O
D0BF3Y	C1=CC(=CC(=C1)O)C2=CC=C(C=C2)C3=CC(=C(C=C3)F)O
D0Y2RL	CC1=C(C=CC(=C1)C2=CC=C(S2)C3=CC(=CC=C3)O)O
D01JVG	C1=CC(=CC=C1C2=CC=C(S2)C3=CC(=CC(=C3)F)O)O
D0M0KX	C1=CC(=CC(=C1)O)C2=CC=C(S2)C3=CC(=C(C=C3)O)F
D02ONP	COC(=O)C(C1=C(C2=CC=CC=C2OC1=O)O)C3=C(C4=CC=CC=C4OC3=O)O
D08XJX	CC1=CC2=C(C=C1C)OC(=O)C(=C2O)CC3=CC=CC=C3
D03CDH	C1CCC2=C(C1)C=CC3=C2OC(=O)C(=C3O)CC4=CC=CC=C4
D09ITX	C1CCC2=C(C1)C=CC3=C2C(=C(C(=O)O3)CC4=CC=CC=C4)O
D09CYJ	C1=CC=C2C(=C1)C=CC=C2CC3=C(C4=CC=CC=C4OC3=O)O
D0H4YP	C1=CC=C2C=C(C=CC2=C1)CC3=C(C4=CC=CC=C4OC3=O)O
D09FMZ	C1=CC=C(C=C1)CC2=C(C3=CC=CC=C3OC2=O)O
D06BHJ	CC1=C(C=C(C=C1)CC2=C(C3=CC=CC=C3OC2=O)O)C
D01BZE	CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1)C)C(=O)O)C
D0O7ZL	CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1)C)C(=O)O)C
D0Q8AT	CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1)C)C(=O)O)C
D0K4IH	C1=CC=C(C=C1)C=NC2=CC=C(C=C2)C(=O)O
D02DCD	CC(C)(C)C1=CC=C(C=C1)C=NC2=CC=C(C=C2)C(=O)O
D0R6JK	C1=CC(=CC=C1C=NC2=CC=C(C=C2)C(=O)O)O
D01FOM	C1CN(CCN1)C2=C3C=CSC3=NC=N2
D05RKH	CC1=CC2=C(N=CN=C2O1)N3CCNCC3
D0Q4AQ	C1CN(CCN1)C2=NC(=CN3C2=NC=C3)Br
D0J1VB	C1CN(CCN1)C2=NC=CC3=C2C=CS3
D00DHV	C1CN(CCN1)C2=NC=NC3=C2SC=C3
D04VXP	C1CN(CCN1)C2=NC=CC3=C2C=CO3
D05FKE	CCCN1C=NC2=C1N=CN=C2N3CCNCC3
D08YZM	C1CN(CCN1)C2=NC=NC3=C2C=CN3
D0A6LB	C1CCC2=C(C1)C=CC(=N2)N3CCNCC3
D0KV4G	C1CN(CCN1)C2=NC=CC3=CC=CC=C32
D0L5MW	CN1CCC2=CC(=C(C3=C2C1CC4=CC5=C(C=C43)OCO5)OC)OC
D01JGB	CCCC1=CC(=NC(=N1)C#N)C2CCCCCCC2
D0Y5LX	CCCC1=CC(=NC(=N1)C#N)C2CCCCC2
D0GD5G	C1CC(N(C1)C(=O)C2CCCN2C(=O)C(CCCCN)N)C(=O)NC(CCCN=C(N)N)C(=O)O
D0F4ZW	C(C(C(C(F)(F)S(=O)(=O)[NH-])(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F.[Na+]
D00ECV	CC(C1=CC=C(C=C1)S(=O)(=O)C2=C(C=C(C=C2)OC)S(=O)(=O)C3=CC=C(C=C3)OC)NS(=O)(=O)C
D0QH6F	CNCC1=CC(=O)OC2=C1C=CC(=C2)OC
D07AEC	CCC(CO)NC1=NC(=C2C(=N1)N(CN2)C(C)C)NCC3=CC=CC=C3
D01DAQ	C1=CN(C(=N1)N)CC2=C(C(=O)NC(=O)N2)F
D01VIA	C1CCC(CC1)C(=O)N2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4
D04ICJ	C1CCC(CC1)NC(=O)N2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4
D0N0ME	CCCCNC(=O)N1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3
D00JWA	CC(=O)NC1=NC(=C(C=C1)C2=CC=NC=C2)C3=CC=CO3
D0C4AE	C1CNCCC1N2C=C(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4
D06FXO	C1CC(CNC1)N2C=C(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4
D0Y4WH	C1CNCC1N2C=C(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4
D07MZD	C1=CC=C2C(=C1)C(=C(N2)C3=C4C=CC=NC4=NC3=O)NO
D0D5ZL	C1C2=C(C3=CC=CC=C3NC1=O)NC4=CC=CC=C24
D05EBZ	C1=CC(=CC=C1C#N)OC2=C(C=NC=C2)S(=O)(=O)N
D04VSP	CCOC1=C(C=NC=C1)S(=O)(=O)N
D00IKQ	COC1=C(C=NC=C1)S(=O)(=O)N
D0UM1I	C1=CN=CC(=C1NN)S(=O)(=O)N
D0Q5VB	CNNC1=C(C=NC=C1)S(=O)(=O)N
D0R4KQ	CC1CC=NN1C2=C(C=NC=C2)S(=O)(=O)N
D09TKG	C=CCNC1=C(C=NC=C1)S(=O)(=O)N
D0A0JL	C1=CC(=C(C=C1C=C(C#N)C#N)O)O
D0Q3GG	C1=CC(=C(C=C1C=C(C#N)C(=S)N)O)O
D0O9UR	COC1=C(C=CC(=C1)C=C[N+](=O)[O-])O
D0K2YY	CC(=CC1=CC(=C(C=C1)O)O)[N+](=O)[O-]
D0L3SN	C1=CC(=C(C=C1C=C[N+](=O)[O-])O)O
D0TM0Z	C1=CC(=O)C2=C(C1=O)C=CN2
D0MC4U	CN1C(=O)C2(C3=C(C4=C5CC[N+](C5=CC(=C4O2)O)(C)C)C(=O)C6=C(C3=O)C(=CN6)CCN)N(C1=O)C
D0B9IA	CCC1=C(C2=C(C=C1C)C(=O)C3=C(C2=O)C(OC3(C)C)(C(=O)OC)OC)O
D07VEP	CC1=C(C(=C2C(=C1O)C3(C(=CC(=O)C(=C(C)NC(CCC(=O)OC)C(=O)O)C3=O)O2)C)C(=O)C)O
D09JSD	CC1=C(C(=C2C(=C1O)C3(C(=CC(=O)C(C3=O)C(=O)C)O2)C)C(=O)C)O
D0R5TA	C1CC(N(C1)C(=O)C(CC2=CC=C(C=C2)O)N)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CC5=CC=CC=C5)C(=O)N
D09TCT	CC(C)CC(C(=O)N)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)CNC(=O)C(CC4=CC=C(C=C4)O)N
D0P2DF	CC(C)CC(C(=O)N)NC(=O)C(CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C
D06ESC	CC(C)CC(C(=O)N)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)CNC(=O)CNC(=O)C(CC3=CC=C(C=C3)O)N
D0IU2K	CC(C(=O)N)NC(=O)C(C)NC(=O)C1CCCN1C(=O)C(CC2=CC=C(C=C2)O)N
D0JX3P	CC(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC3=CC=CC=C3)C(=O)N)NC(=O)C(CC4=CC=C(C=C4)O)N
D0Y9RD	CC(C(=O)NC(CC1=CC=CC=C1)C(=O)N)NC(=O)C2CCCN2C(=O)C(CC3=CC=C(C=C3)O)N
D0N3GU	CC(C(=O)N)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C3CCCN3C(=O)C(CC4=CC=C(C=C4)O)N
D0BM2T	C1=CC(=CC=C1CCNC(=O)NC2=CC(=C(C=C2)C3=C4C=CC(=O)C=C4OC5=C3C=CC(=C5)O)C(=O)O)S(=O)(=O)N
D08CNS	CC(C)NNC(=O)C1=CC=NC=C1
D0Y3AV	CCOC1=CN=CC(=C1)C2=CC3=C(C=C2)C=C(C=C3)OC
D08IDC	COC1=CC2=C(C=C1)C=C(C=C2)C3=CC(=CN=C3)OC
D02JUJ	COC1=CC2=C(C=C1)C=C(C=C2)C3=CC(=CN=C3)O
D02GFK	COC1=CC2=C(C=C1)C=C(C=C2)C3=C(C=CN=C3)N
D0Q3CX	CC1=C(C=NC=C1)C2=CC3=C(C=C2)C=C(C=C3)C#N
D0B2UM	CC1=C(C=NC=C1)C2=CC3=C(C=C2)C=C(C=C3)OC
D00DLU	CCCCN(CC1=CC(=C(C(=C1)Cl)O)Cl)C2=CC=C(C=C2)C(C(F)(F)F)(C(F)(F)F)O
D08DOG	CN1CCN(CC1)C2=NC(=NC(=C2)C3=CC=C(C=C3)C#N)N
D0P8DW	C1CC2=CC=CC=C2C3=C(C1)C(=NC(=N3)N)N4CCC(C4)N
D0CA9H	C1CN(CCN1CCCCCC(=O)NCC2=CC=CC=C2)C3=CC=CC=C3C4=CC=CC=C4
D0G6GC	CC(C)CC(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NCC3=CC=CC=C3)NC(=O)C4CCCN4C(=O)C(CCSC)NC(=O)C(CC5=CC=CC=C5)NC(=O)CNC(=O)C(C)NC(=O)C(CC6=CC=C(C=C6)O)N
D0H4NR	CC(C)C(C(=O)O)NC(=O)C(C)NC(=O)C(C(C)O)NC(=O)C(CCC(=O)O)NCCC1=CC(=C(C=C1)Cl)Cl
D09WVP	CC(C)C(C(=O)O)NC(=O)C(C)NC(=O)C(C(C)O)NC(=O)C(CCC(=O)O)NCC1=CC=CC=C1
D06DWW	CC(C)C(C(=O)O)NC(=O)C(C)NC(=O)C(C(C)O)NC(=O)C(CCC(=O)O)NC(=O)C(CC1=CC=CC=C1)N
D0T2HN	CC(C)C(C(=O)O)NC(=O)C(C)NC(=O)C(C(C)O)NC(=O)C(CCC(=O)O)NCCC1=CC2=CC=CC=C2C=C1
D00YVJ	CC(C)C(C(=O)O)NC(=O)C(C)NC(=O)C(C(C)O)NC(=O)C(CCC(=O)O)NCCC1=CC(=C(C=C1)F)F
D03LMH	CC(C)C(C(=O)O)NC(=O)C(C)NC(=O)C(C(C)O)NC(=O)C(CCC(=O)O)NCCC1=CC=CC=C1
D0SU5M	CC(C)C(C(=O)O)NC(=O)C(C)NC(=O)C(C(C)O)NC(=O)C(CCC(=O)O)NCCC1CCCCC1
D09QIC	CC(C)C(C(=O)O)NC(=O)C(C)NC(=O)C(C(C)O)NC(=O)C(CCC(=O)O)NCCCC1=CC=CC=C1
D04HQL	CC(C)C(C(=O)O)NC(=O)C(C)NC(=O)C(C(C)O)NC(=O)C(CCC(=O)O)NCC1CCCCC1
D07FJR	CCCCNC(CCC(=O)O)C(=O)NC(C(C)O)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)O
D03HYZ	CCCNC(CCC(=O)O)C(=O)NC(C(C)O)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)O
D08FDY	CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CC(=O)O)C(=O)NC(C(C)C)C(=O)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCC(=O)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(CCCN=C(N)N)NC(=O)CNC(=O)C(CC1=CC=C(C=C1)O)N
D00SOE	CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CC(=O)O)C(=O)NC(C(C)C)C(=O)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CCC(=O)O)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)CNC(=O)C(CO)NC(=O)C(CCCCN)N
D0UJ6V	CC(C)CC(C(=O)NC(CC(=O)O)C(=O)NC(C(C)O)C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CCCCN)C(=O)NC(CCC(=O)N)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)O)NC(=O)CNC(=O)C(CO)NC(=O)C(CCCCN)N
D0EV3O	CCNC(CCC(=O)O)C(=O)NC(C(C)O)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)O
D08DUM	CC(C)C(C(=O)O)NC(=O)C(C)NC(=O)C(C(C)O)NC(=O)C(CCC(=O)O)NC
D07IHM	CC(C)OC1=CC2=C(C=C1)C3=C(CC2)C4=C(C5=C3C(=O)NC5)C6=CC=CC=C6N4CCO
D00UCX	CCC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(C)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NCC(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCCCN)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CC6=CN=CN6)N
D00SLE	C1=CC(=CC(=C1)O)C2=NC=C(S2)C3=CC=C(C=C3)O
D01ZCG	C1=CC(=CC(=C1)O)C2=CC=C(S2)C3=CC=C(C=C3)O
D0I5YT	C1=CC(=CC(=C1)O)C2=CC(=CS2)C3=CC=C(C=C3)O
D07VXQ	C1=CC(=CC(=C1)O)C2=CN=C(C=C2)C3=CC(=CC=C3)O
D0NM0P	C1=CC(=CC(=C1)O)C2=CSC(=C2)C3=CC=C(C=C3)O
D0A4XA	C1=CC(=CC(=C1)O)C2=NSC(=N2)C3=CC(=CC=C3)O
D0TA0J	C1=CC(=CC(=C1)O)C2=CC=C(S2)C3=CC(=CC=C3)O
D07JOZ	C1=CC(=CC(=C1)O)C2=CC=C(C=C2)C3=CC(=C(C=C3)O)F
D08OQX	C1=CC(=CC(=C1)O)C2=CC(=CS2)C3=CC(=CC=C3)O
D0R3HP	C1=CC(=CC(=C1)O)C2=NN=C(N=N2)C3=CC(=CC=C3)O
D00YNA	C1=CC(=CC(=C1)O)C2=CN=C(S2)C3=CC(=CC=C3)O
D0R5WV	C1=CC(=CC(=C1)O)C2=NN=C(S2)C3=CC(=CC=C3)O
D0G1DN	C1=CC=C(C=C1)C2=CC=C(S2)C3=CC(=CC=C3)O
D0T6WL	C1=CC(=CC(=C1)O)C2=CSC(=N2)C3=CC(=CC=C3)O
D0C9KZ	C1=CC(=CC(=C1)O)C2=CC=C(C=C2)C3=CC=C(C=C3)O
D0DC3E	C1=CC(=CC(=C1)O)C2=CN=C(C=N2)C3=CC(=CC=C3)O
D07TVI	C1CCC(C(C1)C2=CC(=C(C=C2)C#N)C(F)(F)F)O
D02ZEE	COC1=C(C=CC(=C1)C2=CC=CC=C2O)C#N
D0Z7EL	C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O)O)O)O
D09TES	CC(=O)NC1CC2=C(C1)C=C(C=C2)S(=O)(=O)O
D0J9QK	C1CCNC(=O)C(C1)NC(=O)C23CC4CC(C2)CC(C4)C3
D0G1JJ	C1CCNC(=O)C(C1)NC(=O)C23CC4CC(C2)CC(C4)C3
D01KYM	CC(C)(C)C(=O)NC1CCCCNC1=O
D07OMY	C1=CC=C(C=C1)C2=C(NC3=C2C=C(C=C3)S(=O)(=O)N)C(=O)N
D03DKZ	COC1=CC=C(C=C1)CN2C3=C(C=C(C=C3)OC(F)(F)F)C(=O)C2=O
D0JV2S	C1=CC=C2C(=C1)C(=O)C(=O)N2CC3=CC=C(C=C3)Br
D0J4NI	CCCC(CC)OC(=O)C1=CC(=CC(=C1)CO)C(=O)OC(CC)CCC
D05SLL	CCCCC(CC)OC(=O)C1=CC(=CC(=C1)CO)C(=O)OC(CC)CCCC
D07ANB	CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC
D09XED	C1CC(C1)NC2CC(N(C2)S(=O)(=O)C3=CC=CC(=C3)C#N)C(=O)NC(CC4=CC=C(C=C4)NC(=O)C5=C(C=NC=C5Cl)Cl)C(=O)O
D0P2UM	CCOC(=O)C1=CC2=C(N1)C=CC(=C2)C(=O)O
D01IEX	C1=CC=C(C=C1)NC2=C(C=C(C=C2)NC3=CC(=C(C4=C3C(=O)C5=CC=CC=C5C4=O)N)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+]
D0N3FL	C1=CC=C(C=C1)NC2=C(C=C(C=C2)NC3=C4C(=C(C(=C3)C(=O)O)N)C(=O)C5=CC=CC=C5C4=O)S(=O)(=O)[O-].[Na+]
D06KFX	C1CC2C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CC=CC=C3)CC4=CNC5=CC=CC=C54)CC6=CC=CC=C6
D09BWX	C1CC2C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CC=CC=C3)CC4=CNC5=CC=CC=C54)CC6=CC=CC=C6
D0Q6CF	C1CC2C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CC=C(C=C3)O)CC4=CNC5=CC=CC=C54)CC6=CC=CC=C6
D0D5VD	C1CC2C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CC=CC=C3)CC4=CNC5=CC=CC=C54)CC6=CC=C(C=C6)O
D0I2CE	C1CC2C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CC(=CC=C3)O)CC4=CNC5=CC=CC=C54)CC6=CC=CC=C6
D0Z8JX	C1CC2C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CC=CC=C3)CC4=CNC5=CC=CC=C54)CC6=CC(=CC=C6)O
D05DIH	CC(C)(C)C1=CC=C(C=C1)C=NC2=CC=C(C=C2)C(=O)OC
D07AUN	COC(=O)C1=CC=C(C=C1)N=CC2=CC=C(C=C2)O
D0I1XT	C1=CC=C(C=C1)C=NCC2=CC=C(C=C2)S(=O)(=O)N
D0U0QW	C1=CC=C(C=C1)C=NCCS(=O)(=O)N
D08ORD	CC(C)(C)C1=CC=C(C=C1)C=NCCS(=O)(=O)N
D09SFY	C1=CC(=CC=C1C=NCCS(=O)(=O)N)O
D0E3LA	CCCCCCCCC1=CC=C(C=C1)NCC(CO)N
D01UUZ	CCCCCCCCC1=CC=C(C=C1)NC(=O)C(CCO)N
D0TC4I	CCCCCCCCC1=CC=C(C=C1)NC(=O)C(CCO)N
D01XSX	CCCCCCCCC1=CC=C(C=C1)NC(=O)C(CCCCO)N
D0N9IX	C1C2CC3CC1CC(C2)(C3)COCCCCCN4CC(C(C(C4CO)O)O)O
D05MHL	C1=CC=C2C(=C1)C3=C4C(=CNC4=NC=C3)C(C(=O)N2)C5=CC=C(C=C5)O
D0Q6SH	CC1=CC(=C(C=C1)C2CCNCC2)OC3=CC(=CC=C3)F
D04ZPF	CC1=CC(=C(C=C1)F)OC2=CC=CC=C2C3CCNCC3
D00DEH	C1CNCCC1C2=CC=CC=C2OC3=CC(=CC=C3)Cl
D01MBF	C1CNCCC1C2=C(C=CC=C2F)OC3=CC=C(C=C3)F
D0ZY7X	CC1=CC(=NC(=N1)NCC2=CC=CC=C2)NC3CCCCC3
D09FBN	C1COCCN1C2=NC(=NC3=C2NC=N3)C4=CC=C(C=C4)O
D00GQM	C1COCCN1C2=NC(=NC3=C2NC=N3)C4=CC=C(C=C4)CO
D0Y1DR	C1COCCN1C2=NC(=NC3=C2NC=N3)C4=CC5=C(C=C4)C=CN5
D0F1SI	C1COCCN1C2=NC(=NC3=C2NC=N3)C4=CSC=C4
D0TC5H	C1COCCN1C2=NC(=NC3=C2NC=N3)C4=CC(=CC=C4)O
D07JKB	C1COCCN1C2=NC(=NC3=C2NC=N3)C4=CC=CC=C4O
D0AH8Q	C1COCCN1C2=NC(=NC3=C2NC=N3)C4=CC=CS4
D0IX3I	C1=CC=C(C=C1)N2C=C3C=CC=C(C3=N2)C(=O)N
D05RXG	C1CNC(=O)C2=C1C(=CC=C2)N
D05HJG	C1C2=CC=CC3=C2C(=CC=C3)C(=O)N1
D0SE2D	CCN(CC)C(=O)C1=CN=C(C=C1)NC2=CC=C(C=C2)Cl
D05RWZ	C1=C(C(=CC(=C1O)O)F)C(CN)O
D04BYL	C1=CC(=C(C(=C1C(CN)O)F)O)O
D04SPO	COC1=CC=C(C=C1)C=CC(=O)OC2C=C(C3C2C(=COC3OC4C(C(C(C(O4)CO)O)O)O)C(=O)OC)CO
